,ProdTaken,Age,CityTier,DurationOfPitch,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,TypeofContact_Self Enquiry,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,Gender_Male,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried
3896,1,51.0,3,7.0,4,4.0,3,3.0,2.0,0,3,1,2.0,2,25406.0,0,0,1,0,1,1,0,0
3897,0,37.0,3,18.0,4,5.0,3,3.0,6.0,0,1,1,2.0,2,25330.0,1,0,0,1,0,1,0,0
3898,0,46.0,3,27.0,3,4.0,3,3.0,2.0,0,1,1,1.0,2,23528.0,1,0,1,0,0,0,0,1
3899,0,41.0,1,9.0,3,5.0,1,3.0,4.0,0,5,0,2.0,1,21487.0,1,0,1,0,1,0,0,1
3900,0,36.0,1,25.0,4,4.0,3,3.0,3.0,1,3,1,1.0,2,24367.0,0,0,1,0,1,1,0,0
3901,0,41.0,1,9.0,4,4.0,1,3.0,4.0,0,1,1,2.0,1,20679.0,1,0,0,1,0,1,0,0
3902,0,36.0,1,7.0,4,6.0,1,3.0,3.0,0,3,0,2.0,1,21655.0,1,0,1,0,0,1,0,0
3903,0,30.0,1,20.0,3,5.0,3,4.0,6.0,1,4,1,1.0,2,22703.0,1,0,1,0,1,1,0,0
3904,0,30.0,1,35.0,4,5.0,1,5.0,3.0,0,1,0,2.0,1,22463.0,1,0,0,1,0,0,0,1
3905,1,51.0,3,35.0,3,5.0,2,5.0,6.0,1,5,0,1.0,3,29532.0,1,0,0,1,1,1,0,0
3906,0,40.0,3,31.0,3,5.0,4,3.0,2.0,0,1,1,2.0,4,30709.0,1,0,0,1,0,1,0,0
3907,0,32.0,1,12.0,4,4.0,3,5.0,2.0,0,1,0,3.0,2,28614.0,0,0,0,1,1,0,1,0
3908,0,27.0,3,12.0,2,5.0,1,3.0,2.0,0,1,0,1.0,1,21644.0,1,0,1,0,0,0,0,1
3909,0,37.0,1,30.0,3,2.0,3,3.0,6.0,0,3,0,1.0,2,21249.0,0,0,0,1,1,1,0,0
3910,0,40.0,1,13.0,3,5.0,2,5.0,6.0,0,4,1,1.0,3,28669.0,1,0,0,1,1,1,0,0
3911,0,28.0,1,11.0,3,2.0,3,4.0,3.0,1,4,1,1.0,2,24820.0,1,0,1,0,1,1,0,0
3912,0,50.0,3,9.0,4,5.0,3,4.0,4.0,0,3,1,3.0,2,24068.0,0,0,0,1,1,1,0,0
3913,0,35.0,1,15.0,3,2.0,3,3.0,4.0,0,3,0,2.0,2,23082.0,1,0,0,1,1,1,0,0
3914,1,42.0,3,7.0,4,4.0,3,3.0,2.0,1,4,0,3.0,2,24671.0,1,0,1,0,0,0,0,1
3915,0,50.0,1,15.0,4,5.0,3,4.0,3.0,0,1,0,1.0,2,23808.0,0,0,1,0,1,1,0,0
3916,1,38.0,1,9.0,4,5.0,1,3.0,8.0,1,3,0,3.0,1,20768.0,1,0,1,0,1,0,1,0
3917,0,34.0,1,10.0,3,4.0,1,3.0,3.0,1,1,1,2.0,1,21587.0,0,0,1,0,0,1,0,0
3918,0,28.0,1,9.0,3,4.0,1,4.0,2.0,0,5,1,2.0,1,22146.0,1,0,0,1,1,1,0,0
3919,0,33.0,1,9.0,4,4.0,1,3.0,2.0,0,3,1,2.0,1,21746.0,0,0,1,0,1,0,0,1
3920,0,60.0,1,10.0,3,2.0,1,5.0,6.0,1,1,0,2.0,1,21348.0,1,0,0,1,0,1,0,0
3921,0,31.0,1,31.0,4,4.0,1,3.0,3.0,0,3,1,3.0,1,21371.0,1,0,1,0,1,1,0,0
3922,0,39.0,1,30.0,3,5.0,2,3.0,2.0,0,3,1,1.0,3,28204.0,0,0,1,0,1,0,0,1
3923,0,37.0,1,34.0,4,4.0,3,3.0,8.0,0,3,0,1.0,2,23915.0,1,0,0,1,1,1,0,0
3924,0,36.0,1,23.0,3,2.0,1,4.0,2.0,0,4,1,2.0,1,21104.0,1,0,0,1,1,1,0,0
3925,0,30.0,1,22.0,3,5.0,3,3.0,2.0,1,1,1,2.0,2,22871.0,1,0,1,0,0,0,0,1
3926,0,32.0,1,33.0,3,4.0,1,3.0,3.0,0,3,1,2.0,1,21589.0,1,0,1,0,1,1,0,0
3927,0,35.0,1,26.0,4,4.0,1,3.0,2.0,0,3,0,1.0,1,21339.0,1,0,0,1,1,1,0,0
3928,1,29.0,1,31.0,3,5.0,1,3.0,7.0,1,1,0,1.0,1,20706.0,1,0,1,0,1,0,1,0
3929,0,30.0,1,28.0,3,2.0,2,5.0,3.0,0,5,1,2.0,3,28658.0,1,0,1,0,0,1,0,0
3930,0,33.0,1,12.0,4,2.0,1,4.0,2.0,1,1,1,3.0,1,21976.0,1,0,1,0,1,1,0,0
3931,0,23.0,1,23.0,4,2.0,1,3.0,3.0,1,3,0,3.0,1,21613.0,0,0,0,1,1,1,0,0
3932,0,54.0,3,9.0,4,5.0,4,3.0,4.0,0,3,0,1.0,4,34105.0,1,0,1,0,0,1,0,0
3933,0,39.0,1,9.0,3,4.0,1,3.0,7.0,1,1,0,1.0,1,22622.0,1,0,1,0,1,0,0,1
3934,0,25.0,1,18.0,4,2.0,3,3.0,2.0,0,5,0,2.0,2,22689.0,0,0,1,0,0,1,0,0
3935,1,37.0,3,16.0,3,5.0,1,5.0,2.0,0,1,0,1.0,1,22085.0,1,0,1,0,1,0,0,1
3936,0,35.0,1,14.0,3,4.0,2,4.0,2.0,0,5,0,1.0,3,30672.0,1,0,1,0,0,0,1,0
3937,0,22.0,1,22.0,4,4.0,1,3.0,3.0,0,5,1,2.0,1,19910.0,1,0,1,0,1,0,1,0
3938,1,35.0,1,13.0,3,4.0,1,5.0,4.0,0,4,0,1.0,1,21638.0,1,0,0,1,1,0,0,1
3939,0,54.0,1,12.0,3,4.0,5,3.0,3.0,0,4,1,1.0,5,37772.0,1,0,1,0,0,1,0,0
3940,1,33.0,1,23.0,4,6.0,1,5.0,3.0,1,4,0,1.0,1,22597.0,0,0,1,0,0,0,0,1
3941,0,43.0,3,15.0,3,4.0,3,4.0,2.0,0,3,1,1.0,2,25503.0,1,0,0,1,1,1,0,0
3942,0,45.0,1,14.0,3,5.0,2,3.0,5.0,0,4,0,1.0,3,28926.0,1,0,0,1,0,1,0,0
3943,0,47.0,3,9.0,3,4.0,5,5.0,3.0,0,1,1,2.0,5,37625.0,1,0,0,1,0,0,1,0
3944,0,34.0,1,9.0,4,4.0,1,3.0,6.0,0,3,0,3.0,1,21174.0,1,0,0,1,1,0,1,0
3945,0,45.0,1,17.0,3,4.0,3,3.0,4.0,1,3,0,2.0,2,25143.0,1,0,1,0,1,1,0,0
3946,0,31.0,1,16.0,3,5.0,1,3.0,3.0,0,4,0,2.0,1,20884.0,1,0,0,1,1,0,1,0
3947,1,40.0,3,12.0,3,4.0,3,3.0,5.0,0,1,0,1.0,2,20764.0,1,1,0,0,1,1,0,0
3948,1,25.0,1,7.0,4,4.0,1,3.0,4.0,1,3,0,3.0,1,20971.0,1,0,0,1,1,1,0,0
3949,0,44.0,1,9.0,4,2.0,1,3.0,3.0,0,1,1,3.0,1,21323.0,1,0,0,1,0,1,0,0
3950,1,51.0,3,10.0,3,5.0,1,3.0,3.0,1,4,1,2.0,1,21361.0,1,0,0,1,1,1,0,0
3951,0,36.0,3,9.0,4,4.0,1,3.0,3.0,0,1,1,3.0,1,20692.0,1,0,0,1,0,1,0,0
3952,0,37.0,1,12.0,3,5.0,1,5.0,2.0,1,1,1,2.0,1,22097.0,1,0,1,0,0,1,0,0
3953,0,34.0,3,7.0,3,2.0,3,5.0,4.0,0,3,0,2.0,2,24054.0,0,0,1,0,0,1,0,0
3954,0,36.0,1,11.0,4,4.0,1,3.0,3.0,0,4,1,2.0,1,20629.0,1,0,1,0,1,1,0,0
3955,0,28.0,1,9.0,3,4.0,1,5.0,3.0,0,3,1,2.0,1,21019.0,1,0,1,0,0,1,0,0
3956,1,27.0,1,32.0,3,6.0,1,3.0,3.0,0,1,0,1.0,1,20971.0,1,0,1,0,1,0,1,0
3957,0,28.0,3,15.0,3,4.0,2,3.0,3.0,0,1,1,1.0,3,27404.0,0,0,1,0,1,0,0,1
3958,0,31.0,1,7.0,3,4.0,3,3.0,3.0,0,3,1,1.0,2,22689.0,0,0,0,1,0,0,0,1
3959,1,42.0,1,19.0,3,4.0,5,3.0,3.0,0,4,1,2.0,5,38223.0,1,1,0,0,0,1,0,0
3960,0,35.0,3,30.0,4,4.0,3,3.0,2.0,0,5,0,2.0,2,23246.0,0,0,0,1,1,0,0,1
3961,0,38.0,1,26.0,4,4.0,1,4.0,6.0,0,4,0,2.0,1,21700.0,1,0,1,0,1,1,0,0
3962,0,47.0,3,12.0,4,4.0,3,3.0,6.0,1,5,1,2.0,2,24450.0,0,0,0,1,1,0,0,1
3963,0,36.0,1,15.0,3,2.0,1,3.0,3.0,0,5,1,2.0,1,20947.0,1,0,1,0,1,1,0,0
3964,1,49.0,1,7.0,4,5.0,2,3.0,2.0,1,5,0,1.0,3,24059.0,1,0,1,0,1,0,0,1
3965,1,29.0,1,12.0,3,4.0,1,3.0,3.0,1,1,0,1.0,1,22119.0,1,1,0,0,1,0,0,1
3966,0,45.0,3,7.0,4,4.0,3,5.0,7.0,1,1,1,2.0,2,24132.0,1,0,0,1,0,1,0,0
3967,0,36.0,1,18.0,4,5.0,2,5.0,4.0,1,5,1,3.0,3,28562.0,0,0,0,1,1,1,0,0
3968,0,27.0,3,30.0,3,5.0,3,3.0,2.0,1,1,0,1.0,2,22835.0,1,0,0,1,0,1,0,0
3969,0,34.0,1,7.0,4,4.0,2,3.0,3.0,1,1,1,1.0,3,32136.0,0,0,1,0,0,0,1,0
3970,0,36.0,3,6.0,4,4.0,2,5.0,3.0,0,4,0,1.0,3,27747.0,0,0,1,0,1,1,0,0
3971,0,36.0,1,30.0,2,4.0,1,5.0,5.0,1,4,0,1.0,1,22692.0,1,0,0,1,0,1,0,0
3972,0,32.0,1,14.0,3,4.0,3,3.0,5.0,0,3,0,2.0,2,24593.0,1,0,1,0,1,1,0,0
3973,0,38.0,1,7.0,3,5.0,3,3.0,3.0,0,5,0,1.0,2,24671.0,1,0,1,0,1,1,0,0
3974,0,33.0,1,7.0,3,4.0,3,3.0,3.0,1,4,1,2.0,2,24840.0,1,0,0,1,1,1,0,0
3975,0,39.0,1,36.0,3,4.0,3,3.0,3.0,0,3,1,1.0,2,21084.0,0,0,1,0,0,0,1,0
3976,0,51.0,1,14.0,3,5.0,5,3.0,3.0,1,4,1,2.0,5,37418.0,1,0,0,1,0,1,0,0
3977,0,60.0,3,32.0,5,4.0,2,5.0,2.0,0,3,1,2.0,3,26315.0,1,0,1,0,0,0,0,1
3978,0,37.0,1,15.0,3,4.0,2,3.0,3.0,0,4,1,1.0,3,28774.0,1,1,0,0,0,1,0,0
3979,0,56.0,1,15.0,3,4.0,4,3.0,4.0,1,3,1,2.0,4,33434.0,1,0,0,1,0,1,0,0
3980,0,37.0,1,18.0,4,5.0,3,4.0,3.0,0,4,1,2.0,2,25177.0,0,0,1,0,1,0,0,1
3981,0,46.0,1,14.0,3,4.0,2,5.0,4.0,0,3,0,1.0,3,28402.0,1,0,1,0,1,1,0,0
3982,0,36.0,1,7.0,4,4.0,1,5.0,6.0,0,1,0,2.0,1,20872.0,0,0,0,1,1,1,0,0
3983,1,37.0,1,16.0,4,5.0,1,3.0,2.0,1,1,1,3.0,1,22066.0,1,0,0,1,1,1,0,0
3984,0,60.0,3,7.0,3,5.0,3,3.0,2.0,0,5,1,1.0,2,24151.0,0,0,1,0,0,0,0,1
3985,0,30.0,1,9.0,4,4.0,1,4.0,2.0,0,4,1,1.0,1,21381.0,1,0,1,0,1,1,0,0
3986,0,32.0,1,7.0,3,4.0,1,4.0,3.0,0,3,1,1.0,1,21179.0,1,0,0,1,1,0,1,0
3987,0,33.0,1,7.0,4,4.0,3,4.0,3.0,0,3,1,1.0,2,24898.0,1,0,1,0,1,1,0,0
3988,0,37.0,1,13.0,3,2.0,1,3.0,5.0,0,1,0,1.0,1,21716.0,1,0,1,0,0,1,0,0
3989,0,32.0,1,15.0,4,4.0,3,3.0,3.0,0,5,1,3.0,2,23102.0,1,0,1,0,0,0,0,1
3990,0,36.0,3,7.0,3,5.0,3,5.0,2.0,0,1,1,2.0,2,22990.0,1,0,0,1,1,0,0,1
3991,0,46.0,1,13.0,3,4.0,2,5.0,6.0,1,3,1,2.0,3,31923.0,1,0,1,0,1,1,0,0
3992,0,38.0,1,14.0,2,4.0,2,3.0,6.0,0,1,0,1.0,3,32342.0,1,0,0,1,1,0,1,0
3993,0,47.0,2,12.0,4,4.0,3,4.0,2.0,1,5,1,3.0,2,23699.0,1,0,0,1,1,1,0,0
3994,0,31.0,1,7.0,3,5.0,3,3.0,3.0,1,1,1,2.0,2,23804.0,1,0,1,0,1,1,0,0
3995,0,36.0,1,7.0,2,5.0,1,3.0,3.0,0,4,1,1.0,1,21537.0,1,0,0,1,1,0,0,1
3996,0,56.0,3,7.0,4,4.0,2,3.0,5.0,0,1,0,3.0,3,28917.0,1,0,1,0,1,1,0,0
3997,0,39.0,1,13.0,4,6.0,3,3.0,2.0,1,1,0,3.0,2,24007.0,0,0,0,1,0,1,0,0
3998,0,35.0,1,7.0,4,4.0,3,4.0,3.0,0,5,1,3.0,2,23003.0,1,0,0,1,1,1,0,0
3999,0,57.0,1,14.0,3,6.0,2,3.0,6.0,0,1,0,1.0,3,25938.0,1,0,1,0,1,0,0,1
4000,0,24.0,3,9.0,4,4.0,1,5.0,5.0,0,3,1,3.0,1,21000.0,1,1,0,0,1,1,0,0
4001,0,52.0,1,16.0,4,4.0,1,3.0,5.0,0,3,1,1.0,1,20753.0,1,0,1,0,1,1,0,0
4002,0,31.0,1,9.0,5,5.0,3,3.0,3.0,0,4,1,2.0,2,22830.0,1,0,1,0,1,1,0,0
4003,1,47.0,3,16.0,4,5.0,2,3.0,3.0,0,5,1,3.0,3,28297.0,1,0,0,1,1,0,0,1
4004,0,41.0,1,7.0,4,5.0,4,4.0,3.0,0,1,1,2.0,4,32181.0,0,0,1,0,1,1,0,0
4005,0,52.0,3,28.0,4,4.0,3,3.0,2.0,1,5,0,3.0,2,24119.0,1,0,0,1,1,0,0,1
4006,0,31.0,3,11.0,4,5.0,3,4.0,3.0,1,3,1,1.0,2,23887.0,1,0,0,1,0,1,0,0
4007,0,47.0,1,7.0,3,5.0,2,5.0,4.0,1,1,1,2.0,3,29351.0,0,0,0,1,1,1,0,0
4008,0,33.0,3,13.0,3,4.0,3,3.0,3.0,0,5,1,2.0,2,23688.0,1,0,0,1,1,0,0,1
4009,0,55.0,1,9.0,3,4.0,2,3.0,2.0,0,4,0,1.0,3,32227.0,1,1,0,0,0,1,0,0
4010,0,25.0,3,10.0,3,4.0,3,3.0,2.0,0,4,0,1.0,2,23677.0,1,0,1,0,0,1,0,0
4011,0,29.0,3,11.0,3,4.0,3,3.0,3.0,0,1,0,1.0,2,22899.0,0,0,0,1,1,1,0,0
4012,0,59.0,3,17.0,3,4.0,4,3.0,2.0,0,3,0,2.0,4,32550.0,1,0,0,1,1,0,1,0
4013,0,45.0,1,30.0,4,4.0,3,4.0,6.0,0,3,0,2.0,2,20720.0,0,0,0,1,1,1,0,0
4014,1,38.0,2,13.0,4,4.0,1,5.0,6.0,1,1,0,3.0,1,20751.0,1,0,1,0,1,1,0,0
4015,0,33.0,1,7.0,4,4.0,1,5.0,3.0,0,1,0,2.0,1,21634.0,1,0,1,0,1,0,0,1
4016,1,21.0,1,13.0,4,5.0,1,3.0,3.0,1,1,0,1.0,1,21604.0,0,0,1,0,0,0,0,1
4017,0,35.0,1,13.0,3,4.0,3,3.0,3.0,0,3,0,1.0,2,23487.0,1,0,1,0,0,0,0,1
4018,0,38.0,1,9.0,4,5.0,3,3.0,7.0,0,1,1,3.0,2,23841.0,0,0,1,0,1,1,0,0
4019,0,60.0,2,9.0,3,5.0,5,3.0,3.0,0,1,0,2.0,5,37522.0,0,0,1,0,0,1,0,0
4020,0,51.0,1,7.0,4,4.0,5,4.0,3.0,1,1,0,3.0,5,36850.0,0,0,1,0,0,1,0,0
4021,1,26.0,3,12.0,3,5.0,3,3.0,3.0,1,3,0,2.0,2,24422.0,1,0,0,1,1,0,0,1
4022,0,26.0,1,14.0,4,5.0,1,3.0,3.0,0,1,0,3.0,1,21567.0,1,0,0,1,1,1,0,0
4023,0,23.0,1,22.0,3,4.0,1,3.0,3.0,0,1,1,2.0,1,21549.0,1,0,0,1,0,0,0,1
4024,0,52.0,1,7.0,2,5.0,2,5.0,5.0,0,1,1,1.0,3,26162.0,0,0,0,1,0,0,0,1
4025,1,35.0,1,14.0,4,6.0,3,3.0,3.0,1,5,1,1.0,2,24752.0,0,0,1,0,1,0,0,1
4026,0,55.0,2,33.0,2,2.0,4,3.0,3.0,1,3,1,1.0,4,36006.0,0,0,1,0,0,0,1,0
4027,0,25.0,1,25.0,3,4.0,1,3.0,2.0,0,4,0,1.0,1,21452.0,1,0,1,0,1,1,0,0
4028,0,35.0,1,13.0,3,5.0,3,4.0,8.0,0,3,1,1.0,2,23183.0,1,0,1,0,0,1,0,0
4029,0,38.0,3,10.0,3,4.0,2,3.0,4.0,0,3,0,2.0,3,26106.0,1,0,1,0,1,0,0,1
4030,0,35.0,1,12.0,3,5.0,2,5.0,4.0,0,1,1,2.0,3,30309.0,1,0,0,1,0,0,1,0
4031,0,37.0,3,18.0,4,4.0,2,3.0,2.0,0,5,0,3.0,3,28416.0,0,1,0,0,0,1,0,0
4032,0,37.0,1,10.0,3,4.0,1,3.0,7.0,0,1,0,2.0,1,21513.0,1,0,1,0,0,1,0,0
4033,0,44.0,3,33.0,4,4.0,4,3.0,3.0,1,1,1,1.0,4,35637.0,0,0,1,0,1,1,0,0
4034,0,31.0,1,30.0,4,6.0,1,3.0,3.0,0,3,0,1.0,1,21291.0,0,0,1,0,1,1,0,0
4035,0,34.0,3,29.0,4,4.0,3,4.0,2.0,0,1,0,1.0,2,24824.0,0,0,0,1,1,1,0,0
4036,1,57.0,1,21.0,4,4.0,1,4.0,2.0,1,5,1,1.0,1,23641.0,1,0,1,0,0,1,0,0
4037,0,52.0,1,13.0,3,4.0,5,3.0,2.0,0,5,1,2.0,5,38215.0,1,0,1,0,1,0,1,0
4038,1,32.0,3,13.0,4,6.0,3,3.0,6.0,1,3,0,3.0,2,24850.0,1,0,1,0,1,1,0,0
4039,0,27.0,1,13.0,3,5.0,1,4.0,3.0,0,3,1,2.0,1,21046.0,1,0,1,0,0,1,0,0
4040,1,59.0,1,30.0,4,4.0,2,3.0,3.0,0,3,1,1.0,3,28990.0,1,0,0,1,0,1,0,0
4041,1,20.0,3,29.0,3,4.0,1,3.0,3.0,1,1,1,1.0,1,20353.0,1,0,0,1,1,0,1,0
4042,0,23.0,1,9.0,4,4.0,1,3.0,2.0,0,5,1,1.0,1,21201.0,1,1,0,0,1,1,0,0
4043,0,50.0,1,27.0,4,4.0,3,5.0,3.0,0,1,1,1.0,2,25245.0,1,0,0,1,0,1,0,0
4044,0,44.0,1,35.0,4,2.0,1,3.0,6.0,0,3,0,3.0,1,23417.0,0,0,0,1,0,0,0,1
4045,0,51.0,3,19.0,4,4.0,2,3.0,6.0,0,5,1,3.0,3,27886.0,0,0,0,1,0,0,0,1
4046,1,32.0,3,27.0,4,6.0,3,3.0,5.0,1,3,0,3.0,2,23237.0,1,0,1,0,0,1,0,0
4047,0,42.0,3,16.0,4,4.0,2,3.0,5.0,1,1,0,2.0,3,26867.0,1,0,1,0,1,1,0,0
4048,0,27.0,2,32.0,4,4.0,1,3.0,3.0,0,4,1,2.0,1,21620.0,1,0,1,0,0,1,0,0
4049,0,37.0,1,13.0,3,4.0,3,4.0,8.0,0,4,0,2.0,2,23619.0,1,0,0,1,1,1,0,0
4050,1,52.0,1,15.0,3,6.0,2,3.0,4.0,0,1,1,1.0,3,29328.0,0,0,1,0,1,0,1,0
4051,0,40.0,3,11.0,3,5.0,3,3.0,6.0,0,5,1,2.0,2,24580.0,1,0,1,0,0,1,0,0
4052,0,26.0,3,35.0,3,5.0,3,3.0,4.0,0,4,1,2.0,2,27317.0,1,0,1,0,1,1,0,0
4053,0,31.0,2,16.0,3,4.0,3,3.0,2.0,1,3,1,2.0,2,25025.0,1,0,1,0,1,1,0,0
4054,1,33.0,1,16.0,3,4.0,1,5.0,2.0,0,4,1,1.0,1,22878.0,1,0,0,1,0,0,0,1
4055,0,46.0,1,36.0,3,4.0,1,3.0,7.0,0,1,1,1.0,1,22130.0,1,0,0,1,1,0,0,1
4056,0,39.0,1,10.0,3,4.0,3,3.0,5.0,1,5,1,1.0,2,22995.0,1,1,0,0,0,0,0,1
4057,0,31.0,1,25.0,4,4.0,1,3.0,3.0,0,1,1,3.0,1,21310.0,1,0,1,0,0,0,0,1
4058,0,33.0,3,16.0,3,6.0,3,3.0,2.0,0,1,0,2.0,2,23346.0,0,0,0,1,1,1,0,0
4059,0,31.0,1,12.0,3,4.0,1,5.0,7.0,0,5,0,2.0,1,21882.0,1,1,0,0,0,1,0,0
4060,0,31.0,1,9.0,3,5.0,1,3.0,2.0,0,4,0,1.0,1,21398.0,1,0,0,1,1,0,0,1
4061,0,42.0,1,17.0,4,5.0,4,5.0,3.0,0,1,1,1.0,4,35859.0,0,0,1,0,1,1,0,0
4062,0,42.0,1,16.0,4,4.0,1,5.0,4.0,0,1,0,1.0,1,20916.0,1,0,1,0,1,1,0,0
4063,0,20.0,1,10.0,4,4.0,1,4.0,3.0,0,3,1,1.0,1,20161.0,1,0,0,1,0,0,1,0
4064,0,41.0,1,33.0,3,4.0,3,4.0,3.0,0,1,0,2.0,2,24283.0,0,0,0,1,0,1,0,0
4065,0,36.0,3,7.0,4,4.0,2,4.0,3.0,0,4,0,1.0,3,25973.0,1,0,0,1,1,1,0,0
4066,0,54.0,3,13.0,3,4.0,3,3.0,4.0,1,5,0,2.0,2,20984.0,1,0,0,1,1,1,0,0
4067,0,46.0,1,16.0,3,4.0,3,4.0,2.0,0,4,1,1.0,2,21026.0,1,0,1,0,1,1,0,0
4068,0,33.0,3,15.0,3,4.0,2,3.0,3.0,0,4,1,2.0,3,27676.0,0,0,0,1,0,0,0,1
4069,0,30.0,1,7.0,3,4.0,3,3.0,3.0,0,3,0,1.0,2,22997.0,0,1,0,0,1,1,0,0
4070,0,52.0,1,14.0,3,5.0,3,3.0,4.0,0,3,1,2.0,2,24810.0,1,0,0,1,1,1,0,0
4071,0,59.0,1,16.0,4,5.0,1,4.0,6.0,1,1,1,2.0,1,22024.0,1,0,0,1,0,1,0,0
4072,0,41.0,3,11.0,4,5.0,2,3.0,2.0,0,1,1,2.0,3,29533.0,1,0,0,1,1,1,0,0
4073,0,35.0,3,9.0,4,4.0,1,3.0,8.0,0,5,0,1.0,1,20909.0,0,0,0,1,0,1,0,0
4074,0,23.0,1,26.0,4,4.0,1,3.0,3.0,0,1,1,1.0,1,21001.0,1,0,0,1,1,1,0,0
4075,0,28.0,1,16.0,3,4.0,1,4.0,8.0,0,3,1,2.0,1,20702.0,0,0,0,1,1,1,0,0
4076,0,29.0,1,28.0,3,4.0,1,3.0,3.0,0,1,0,1.0,1,21391.0,1,0,0,1,1,1,0,0
4077,0,58.0,1,31.0,3,2.0,2,3.0,5.0,1,4,1,1.0,3,28117.0,1,0,1,0,1,1,0,0
4078,0,28.0,1,10.0,4,5.0,1,3.0,3.0,1,1,0,3.0,1,21244.0,0,0,0,1,1,1,0,0
4079,0,51.0,1,18.0,3,4.0,5,3.0,5.0,0,5,0,2.0,5,38604.0,1,0,1,0,0,0,1,0
4080,0,42.0,1,21.0,3,4.0,1,3.0,6.0,0,4,1,2.0,1,21129.0,1,0,1,0,1,1,0,0
4081,0,31.0,3,12.0,3,4.0,2,3.0,4.0,0,4,1,2.0,3,28097.0,1,0,1,0,0,1,0,0
4082,0,39.0,3,7.0,3,5.0,3,3.0,6.0,0,1,0,2.0,2,27364.0,1,0,1,0,0,0,0,1
4083,0,33.0,1,13.0,3,4.0,1,3.0,5.0,0,1,0,2.0,1,21716.0,1,0,1,0,1,0,0,1
4084,0,28.0,1,24.0,3,4.0,1,4.0,2.0,1,4,0,1.0,1,21736.0,1,1,0,0,1,1,0,0
4085,1,20.0,3,7.0,4,6.0,1,5.0,2.0,0,3,1,1.0,1,21003.0,0,1,0,0,0,0,1,0
4086,0,37.0,1,10.0,2,4.0,1,4.0,6.0,0,4,1,1.0,1,20766.0,0,0,0,1,1,0,1,0
4087,0,31.0,1,16.0,4,4.0,3,5.0,3.0,0,1,1,2.0,2,21750.0,0,0,0,1,1,1,0,0
4088,0,46.0,3,11.0,2,4.0,3,5.0,6.0,1,4,0,1.0,2,23684.0,1,0,1,0,0,1,0,0
4089,0,57.0,1,15.0,4,4.0,1,5.0,6.0,1,4,1,2.0,1,22935.0,1,0,1,0,0,1,0,0
4090,0,34.0,1,9.0,3,4.0,1,3.0,2.0,0,3,1,1.0,1,21178.0,1,0,1,0,1,0,1,0
4091,1,20.0,1,13.0,3,5.0,1,3.0,3.0,0,5,1,1.0,1,19780.0,1,0,1,0,1,0,1,0
4092,0,47.0,3,7.0,4,4.0,2,5.0,3.0,0,1,1,3.0,3,29131.0,1,0,0,1,0,1,0,0
4093,0,39.0,1,16.0,4,4.0,1,3.0,3.0,0,1,1,3.0,1,20966.0,1,0,1,0,0,0,1,0
4094,0,32.0,1,19.0,4,4.0,1,3.0,2.0,1,4,1,2.0,1,22607.0,1,0,0,1,0,1,0,0
4095,0,35.0,1,34.0,4,4.0,1,4.0,4.0,0,3,0,1.0,1,20989.0,1,0,0,1,0,0,1,0
4096,1,42.0,3,27.0,4,4.0,1,4.0,3.0,1,4,0,2.0,1,21818.0,1,0,0,1,0,0,0,1
4097,0,51.0,1,7.0,3,5.0,1,3.0,4.0,0,3,1,1.0,1,22368.0,1,0,0,1,1,1,0,0
4098,0,54.0,1,20.0,3,2.0,3,5.0,3.0,0,1,1,1.0,2,23128.0,1,0,0,1,0,1,0,0
4099,0,34.0,1,21.0,4,4.0,1,4.0,3.0,0,5,1,2.0,1,21434.0,1,0,0,1,0,1,0,0
4100,0,41.0,1,11.0,3,4.0,5,3.0,3.0,0,5,1,2.0,5,37711.0,1,0,0,1,0,1,0,0
4101,0,56.0,1,21.0,4,2.0,5,4.0,3.0,0,1,1,2.0,5,37400.0,1,0,0,1,1,0,1,0
4102,0,35.0,1,9.0,3,5.0,3,3.0,3.0,0,4,0,2.0,2,28225.0,0,0,1,0,1,1,0,0
4103,0,52.0,1,10.0,4,4.0,4,4.0,5.0,0,5,1,2.0,4,32412.0,1,0,0,1,0,0,1,0
4104,0,53.0,1,7.0,4,5.0,5,3.0,2.0,0,1,1,3.0,5,38677.0,1,0,1,0,1,1,0,0
4105,0,28.0,1,16.0,5,4.0,1,4.0,3.0,0,3,0,2.0,1,20957.0,1,0,0,1,0,0,1,0
4106,1,36.0,1,30.0,3,5.0,3,3.0,5.0,1,4,1,1.0,2,24594.0,1,0,1,0,1,1,0,0
4107,0,44.0,1,14.0,3,2.0,1,3.0,6.0,0,4,1,1.0,1,20767.0,0,0,0,1,1,1,0,0
4108,0,46.0,1,9.0,4,5.0,4,3.0,2.0,0,4,1,1.0,4,35470.0,0,0,0,1,1,1,0,0
4109,0,38.0,1,28.0,4,2.0,1,5.0,3.0,1,3,1,1.0,1,22242.0,1,0,1,0,1,1,0,0
4110,0,36.0,1,9.0,3,4.0,3,4.0,7.0,0,1,0,1.0,2,23103.0,0,0,0,1,0,0,0,1
